allegro_E,allegro_F,vasp_E,vasp_F
-1099.4732044018078,0.36157357954610425,-1096.30891999,0.6330910569689008
-1099.4877970074558,0.34690971576634905,-1096.42131864,0.4611017929926103
-1099.513670188328,0.318860770025563,-1096.55204808,0.3925846849407144
-1099.5450878359593,0.279366134477178,-1096.62471744,0.3273875138440683
-1099.5755403098606,0.23006748766769955,-1096.67343875,0.27039899918638755
-1099.5993662977826,0.1716058089818793,-1096.72728394,0.12418700590641518
-1099.6128597842742,0.10405180084045292,-1096.73244437,0.1663956990940571
-1099.6151354102326,0.07618561819964428,-1096.74584285,0.07531036704863416
-1099.6153489292058,0.07438128696764627,-1096.7471146,0.1554346726859873
-1099.6157451041468,0.0708924415372326,-1096.75455023,0.06023183805928556
-1099.6163005867684,0.06577708223542796,-1096.75566836,0.0965347435900671
-1099.6169594927587,0.059171310539118824,-1096.76088571,0.061670384245600424
-1099.6176589530442,0.05125481597616615,-1096.7620057,0.11426038733086807
-1099.6183259824284,0.042736760571987116,-1096.76590757,0.03762717543212618
-1099.6189198171637,0.03381234609266325,-1096.7668413,0.07634543436905707
-1099.6194379619528,0.02351712926998958,-1096.76879319,0.016300348370510368
-1099.6197940852371,0.017556731855150932,-1096.7688739,0.033890770218453284
-1099.6199447337071,0.014764474651217694,-1096.76959555,0.012128529589360781
-1099.6199023622607,0.01871688545190484,-1096.76966539,0.018316893022562532
-1099.6199188287237,0.01843717999374797,-1096.77000497,0.006379676559199534
-1099.6199328267744,0.017884432415439275,-1096.77004422,0.012912762485231424
-1099.6199592955168,0.017067120021167094,-1096.77019894,0.005124628181634254
-1099.6200020237725,0.015998939684555596,-1096.7702108,0.011618414866064991
-1099.6200365547957,0.014696930486903487,-1096.77024017,0.004832242853996476
-1099.6200862141852,0.013186995325351695,-1096.77022346,0.008728403118554964
-1099.6201345824813,0.011787207910751461,-1096.7702372,0.003066924518145173
-1099.6201931025766,0.010932658929213959,-1096.77023497,0.003105947520483886
-1099.620233864463,0.010446217837795903,-1096.77026696,0.0027822354321660127
-1099.620279626159,0.009838030640540039,-1096.77026621,0.0030494842186835464
,,-1096.77028437,0.00461063173545665
,,-1096.77028136,0.003356502942051444
