allegro_E,allegro_F,vasp_E,vasp_F
-1100.3334453359346,0.461540622362058,-1096.30891999,0.6330910569689008
-1100.35243227818,0.42670316260269964,-1096.42131864,0.4611017929926103
-1100.3846475671107,0.36634847598165493,-1096.55204808,0.3925846849407144
-1100.4219082821028,0.29417598512700777,-1096.62471744,0.3273875138440683
-1100.4572122569696,0.21962795525828135,-1096.67343875,0.27039899918638755
-1100.4858666126108,0.1626423846837569,-1096.72728394,0.12418700590641518
-1100.5047522531113,0.15155525048147683,-1096.73244437,0.1663956990940571
-1100.5131235253532,0.13703834211535354,-1096.74584285,0.07531036704863416
-1100.5148471503294,0.1662105343149885,-1096.7471146,0.1554346726859873
-1100.5162613792559,0.15889660948671389,-1096.75455023,0.06023183805928556
-1100.518911408174,0.151494175422438,-1096.75566836,0.0965347435900671
-1100.5224775137804,0.14213018072726846,-1096.76088571,0.061670384245600424
-1100.5265628404854,0.13143119695623964,-1096.7620057,0.11426038733086807
-1100.5307677710996,0.12059867757888912,-1096.76590757,0.03762717543212618
-1100.5347570603606,0.11307064907447556,-1096.7668413,0.07634543436905707
-1100.5383072352424,0.10675478737692744,-1096.76879319,0.016300348370510368
-1100.5416117546524,0.10152157855252271,-1096.7688739,0.033890770218453284
-1100.5445634760001,0.09769345682682999,-1096.76959555,0.012128529589360781
-1100.5472267139605,0.0949698845958929,-1096.76966539,0.018316893022562532
-1100.5498316493877,0.09238767611702978,-1096.77000497,0.006379676559199534
-1100.5526721731444,0.08860297390958723,-1096.77004422,0.012912762485231424
-1100.5559615995933,0.08222208653297317,-1096.77019894,0.005124628181634254
-1100.559683637814,0.07832835218293693,-1096.7702108,0.011618414866064991
-1100.5634587876575,0.06959338954739376,-1096.77024017,0.004832242853996476
-1100.5665285372963,0.05309476336480076,-1096.77022346,0.008728403118554964
-1100.5681191954804,0.05729127099943171,-1096.7702372,0.003066924518145173
-1100.56821458296,0.06627245360995472,-1096.77023497,0.003105947520483886
-1100.5685109232757,0.06456432714149127,-1096.77026696,0.0027822354321660127
-1100.5690586391252,0.0612264848085258,-1096.77026621,0.0030494842186835464
-1100.569777745618,0.05640449500103549,-1096.77028437,0.00461063173545665
-1100.5705706072758,0.0502946336258013,-1096.77028136,0.003356502942051444
-1100.57134247072,0.04312718630159265,,
-1100.5720206655292,0.040320762112050566,,
-1100.5725687066792,0.044251884059636114,,
-1100.573028039376,0.04682082577463819,,
-1100.5734070891858,0.046798318207695,,
-1100.5737449823657,0.04319498902693058,,
-1100.5740771101266,0.03542206019308042,,
-1100.5743958815005,0.023477325599071105,,
-1100.5746414316093,0.02434831281893869,,
-1100.5747626889934,0.02623363613299822,,
-1100.574789526123,0.02582240906936275,,
-1100.574840836793,0.025004331814152223,,
-1100.5749122140155,0.023787798697239657,,
-1100.574997804115,0.022185232526954146,,
-1100.5750910856837,0.02021375872700614,,
-1100.5751856996214,0.017897042647533615,,
-1100.5752761836316,0.015269028640957484,,
-1100.5753664889075,0.01206326174259681,,
-1100.5754503250396,0.008926572641812793,,
