allegro_E,allegro_F,vasp_E,vasp_F
-1107.9134691336774,0.5401797949223052,-1104.21525167,0.4631378586673735
-1107.9457866770197,0.4879200345821622,-1104.29818337,0.34657523544535035
-1108.001612229019,0.3945860438033683,-1104.37304069,0.21661344425727597
-1108.0680769156234,0.35105480691031227,-1104.40140696,0.2070462807321107
-1108.1337999691882,0.3044488810069808,-1104.4412707,0.18299740860733518
-1108.1912117312781,0.26554766986354555,-1104.47203395,0.12991041413989873
-1108.2358668541626,0.2272221137827454,-1104.48456487,0.08182285495507964
-1108.266165348279,0.18536886517473908,-1104.492198,0.04497922917303052
-1108.2849596913304,0.2167629734720322,-1104.49419236,0.03555650979778527
-1108.2916374679637,0.23749463357536282,-1104.4959033,0.016620743786004283
-1108.2940006784181,0.22662706289363402,-1104.49601452,0.020306492065346984
-1108.2983594238206,0.20595829127166565,-1104.49643406,0.008183242877979365
-1108.3040636135195,0.17744353088055145,,
-1108.310322818131,0.1459156906304262,,
-1108.3163607150254,0.11570025944875502,,
-1108.3215406967226,0.08431351129221132,,
-1108.325441080802,0.05508635066314173,,
-1108.3280526981891,0.03290706471153027,,
-1108.329017164932,0.034877472998289805,,
-1108.3290456305492,0.03458571986150587,,
-1108.3291016651913,0.03400458574125379,,
-1108.3291835095683,0.033138939926679316,,
-1108.3292886093398,0.03199628670158023,,
-1108.3294137152986,0.030586934597005212,,
-1108.3295550136725,0.028924221013841848,,
-1108.329708283131,0.027444317938779567,,
-1108.329886345805,0.02645195077419356,,
-1108.330086357696,0.025205689926132997,,
-1108.3303020668786,0.023654127647691946,,
-1108.330523251062,0.021741258929163385,,
-1108.3307361750062,0.019413217679883396,,
-1108.3309261797747,0.01663731570161211,,
-1108.3310832578943,0.01543559246835566,,
-1108.3312084857102,0.016052016666320106,,
-1108.33131498388,0.014658921830466347,,
-1108.3314201356807,0.013774741529723059,,
-1108.3315330329028,0.01310414840143144,,
-1108.3316444039622,0.014386230172128563,,
-1108.3317287948964,0.014183563740470447,,
-1108.3317665823886,0.01219335640333055,,
-1108.3317759137153,0.011976047056947338,,
-1108.3317936375192,0.011546496958094154,,
-1108.3318180061226,0.010914487309122228,,
-1108.331846706409,0.010094106087557026,,
-1108.3318771818085,0.00910345766251449,,
