allegro_E,allegro_F,vasp_E,vasp_F
-1135.092098713962,2.2762430190457206,-1132.08656979,1.1960626595793382
-1136.0505173831627,1.9518471843606249,-1133.20869413,0.8074179086105286
-1137.1248224540493,0.973929357293863,-1133.34880131,0.6468232909806201
-1137.5242095554836,0.2900794850488491,-1133.92738386,0.3352796104820572
-1137.6522607528946,0.2713503748094823,-1133.93851696,0.3924041979158735
-1137.5929199318084,0.8706602912378758,-1134.02184494,0.2406193572865658
-1137.612134271625,0.8136656607492525,-1134.10307288,0.15226268633516224
-1137.6460120249048,0.7064808199093869,-1134.10756127,0.20352734242602394
-1137.6870879939825,0.5640039444664545,-1134.14111883,0.121557597125807
-1137.727595710819,0.4089201717392356,-1134.14600288,0.10569296910390966
-1137.7619057309087,0.26668660368995456,-1134.14976163,0.11148624344734197
-1137.7877183897983,0.15716550684313166,-1134.16306307,0.0966622234432873
-1137.8057273298882,0.10837177821210646,-1134.16412903,0.08141868783025184
-1137.8193370549698,0.09683944404919259,-1134.16406761,0.08063175481161253
-1137.830259930573,0.11471478469984683,-1134.16861183,0.06311800175068916
-1137.8398262027347,0.13867703064682724,-1134.17237096,0.06476448268920243
-1137.8476935068293,0.1612135027780103,-1134.17526043,0.03873528832989371
-1137.8519670522,0.15603305674912446,-1134.17579954,0.035877565538926966
-1137.8526048071237,0.15230674757486326,-1134.17622361,0.031861598390539037
-1137.8538513267047,0.1449780769538906,-1134.17721139,0.0303070525950644
-1137.855651368984,0.13429522329079893,-1134.1777421,0.047417626205874114
-1137.8579285675078,0.12495768799259956,-1134.17774803,0.04469958965136034
-1137.8605922269066,0.11930970111290944,-1134.17816909,0.033679414335763026
-1137.863544829866,0.11516271085980237,-1134.17879513,0.017608435535276835
-1137.8666892558497,0.11061909417803654,-1134.17880133,0.02817286959115099
-1137.8702801993677,0.10513297487611344,-1134.17930838,0.029356310990994765
-1137.8742584752285,0.09840676476364879,-1134.17935211,0.029587786078042404
-1137.8785222871838,0.08989089840025284,-1134.17949015,0.01540957708699366
-1137.882924212095,0.07865883694919178,-1134.17966433,0.029525469157999844
-1137.8872718022474,0.0634193513012492,-1134.17983945,0.026135764729580808
-1137.8913433670896,0.07015720312628382,-1134.18015373,0.01592355679488725
-1137.8949564845525,0.07431053692165132,-1134.18023606,0.011274690328341616
-1137.898134862638,0.06444843285392053,-1134.18032547,0.01118244526031762
-1137.901308934697,0.07700371095229927,-1134.18032046,0.012507227670431206
-1137.9052895958603,0.08553934549267954,-1134.18037316,0.009967063810370635
-1137.910769615627,0.08738578423229994,-1134.18052334,0.008091289328654612
-1137.9175454359984,0.06990625334270821,-1134.1806721,0.01743103083583986
-1137.9242846653228,0.05989462221861313,-1134.18064044,0.010811256494968566
-1137.929541913894,0.05302569806996327,-1134.18077438,0.009726961550247848
-1137.9333082644062,0.06861094717801426,-1134.18077824,0.009533501193160885
-1137.9370608690483,0.056551541021656826,-1134.18079329,0.005640409648243644
-1137.9415360878697,0.04685764582668048,-1134.18080887,0.005818678715997301
-1137.944661877396,0.04014574039667763,-1134.18081797,0.003958028044367548
-1137.944976096364,0.059636558250085674,-1134.18083406,0.002244918038592946
-1137.9455414380013,0.0509302533492919,-1134.18084765,0.0012139831135563625
-1137.946391391846,0.03575873509314875,-1134.18085178,0.00168168189619797
-1137.9471447350488,0.018299522265590975,,
-1137.9475562192447,0.017277161990899213,,
-1137.9476667633303,0.028203579650731725,,
-1137.9476944585813,0.02673950547448676,,
-1137.9477467004265,0.023887378762087824,,
-1137.9478176825326,0.01980258718422567,,
-1137.947899865192,0.015122302195659064,,
-1137.9479852135485,0.013130812471719187,,
-1137.948066588566,0.01095514258056655,,
-1137.9481390976598,0.008749405042877635,,
