allegro_E,allegro_F,vasp_E,vasp_F
-1145.9762839333725,0.7014230805580103,-1141.62886248,0.6246847797385494
-1146.012492352388,0.6872068694859279,-1141.76092372,0.44735795742671214
-1146.0765422612117,0.6616805861390516,-1141.90538864,0.3529511164269069
-1146.156282267883,0.6296782746128777,-1141.98876108,0.3072752537807104
-1146.2411241181564,0.5951202864195158,-1142.04661446,0.23643792119708718
-1146.3238714403842,0.5568417718578761,-1142.08681043,0.15760011297267523
-1146.3988407884137,0.5066666378692278,-1142.09166426,0.1210994056591526
-1146.4604341587205,0.43331980836881623,-1142.10632167,0.0764422737626243
-1146.5089298914452,0.3179672318526182,-1142.1079033,0.0883690494347427
-1146.5397125478412,0.3761142210993206,-1142.11465677,0.03902223092033565
-1146.550980925764,0.41534571500911643,-1142.11531284,0.07020807196469649
-1146.555845755566,0.38887656098101514,-1142.11934854,0.02859251540176205
-1146.564603881501,0.33926271670779895,-1142.11983221,0.04749894686200948
-1146.5756067385155,0.2726746313727184,-1142.12239639,0.021234911443187135
-1146.5870020873108,0.20840261778820426,-1142.12275484,0.04897961919002637
-1146.5972083372133,0.1680498807959853,-1142.12476496,0.025958366897784618
-1146.605239978077,0.12743069618298322,-1142.12497194,0.04317311621831345
-1146.6108308800058,0.11173037156166947,-1142.12623907,0.01687702918170138
-1146.6146281278416,0.13566922002790374,-1142.12629194,0.025296799758072166
-1146.6170318877523,0.15350942191488326,-1142.12720001,0.016367681998377168
-1146.618878373782,0.16340529804840123,-1142.12721615,0.020900995765752405
-1146.621070954507,0.16412525303268888,-1142.12781824,0.010132976561701897
-1146.6242832344612,0.15444876021587597,-1142.12783303,0.01516264821856657
-1146.6287434427302,0.13302696288249544,-1142.12806537,0.012878662197604222
-1146.6340954477037,0.0989619930681506,-1142.12806136,0.013954710674177376
-1146.6394532344525,0.05606092840558375,-1142.12812397,0.011411256241098086
-1146.6438017909845,0.06267929539285785,-1142.12813176,0.008313032178453299
-1146.64656290453,0.07798970274718148,-1142.12815767,0.008299738610341896
-1146.6477898362111,0.09632316583062121,-1142.12816456,0.006992606667044844
-1146.6483542424648,0.0918707091085002,-1142.12816954,0.004079405103688527
-1146.6493582176206,0.08333056316882693,-1142.12816728,0.0057056082936002535
-1146.6505899661656,0.07139076632617937,-1142.12819532,0.010053020541111015
-1146.651813511436,0.057005720739999675,-1142.1281955,0.005264068198646367
-1146.6528370373778,0.04139427379394097,-1142.12820853,0.0027104318844051404
-1146.6535702516596,0.026257142742729785,-1142.12820729,0.0024083832751453827
-1146.654051487415,0.02407764694248864,-1142.12822461,0.00253741305269757
-1146.6544419802422,0.030586782407606355,-1142.12822941,0.0029156572157920074
-1146.6548827132326,0.03583443250597184,-1142.12826005,0.0015600929459490547
-1146.6554953034536,0.035173200703400645,-1142.12826205,0.002381698973422124
-1146.656291090858,0.027878229235127543,-1142.12827934,0.0011512506243212205
-1146.6571154270473,0.023904750954211063,-1142.12828198,0.002909821128523195
-1146.657709281496,0.0185974473848197,-1142.1282722,0.00507216038784264
-1146.6579723792565,0.027885561337269268,-1142.12828302,0.0012926909916913631
-1146.658025658903,0.026726910853019075,,
-1146.6581227861634,0.02448937658853088,,
-1146.6582473673075,0.02132961019139277,,
-1146.6583804026382,0.01747611124364602,,
-1146.6585054894392,0.017059296362440413,,
-1146.658613586711,0.01825931975658083,,
-1146.658705492395,0.019021426759639533,,
-1146.6587983206416,0.01900693482959199,,
-1146.6589039969551,0.017778805568811555,,
-1146.6590328398318,0.01497882515018272,,
-1146.659182647815,0.010419288090708799,,
-1146.659332320013,0.005077723368530227,,
