allegro_E,allegro_F,vasp_E,vasp_F
-1100.360105833481,0.43084724704985244,-1096.39097656,0.6888096297882311
-1100.3764643745185,0.3992447556842467,-1096.54464026,0.6887821066062909
-1100.4041779263869,0.34426950658524397,-1096.75805901,0.5692803940774703
-1100.4359935984905,0.2771893944167917,-1096.87464544,0.4349270549161089
-1100.4654653813545,0.2098767699162715,-1096.94020006,0.25850203872503597
-1100.4881070312665,0.15129764930193954,-1096.99007841,0.13553044008266188
-1100.5011330037962,0.12203016691786824,-1096.99943226,0.1529667253588178
-1100.5045348528831,0.11605443674445191,-1097.01569613,0.12157544427227071
-1100.5050848268338,0.11295008211623007,-1097.02017571,0.14658846842095047
-1100.5061378052374,0.10867656494957677,-1097.03211949,0.09479351611265403
-1100.5076066692027,0.10559179534501364,-1097.03424601,0.1136248730076298
-1100.50937662345,0.10169943725115561,-1097.04239973,0.038351779997804536
-1100.5113211491116,0.09715939773379091,-1097.0429161,0.06336348972397275
-1100.5133187973554,0.09213977165568199,-1097.04624295,0.025529981218167786
-1100.5152683203232,0.08680259954549703,-1097.04629078,0.035928981073779426
-1100.5172835137187,0.08070589038004693,-1097.04752194,0.012561733120871499
-1100.5192885466854,0.07390469782638316,-1097.04758728,0.02358284440011425
-1100.5212450727909,0.06686416868561142,-1097.04831562,0.010365960833420123
-1100.52318351261,0.061639629551374774,-1097.04832369,0.019327461188681765
-1100.5252015779838,0.06002273539745495,-1097.04858803,0.010505084007279522
-1100.527411401059,0.06209514702100692,-1097.04859263,0.009431766642575504
-1100.529843839894,0.05763940740435463,-1097.0487587,0.007045795625761508
-1100.5323391468248,0.045328455186195674,-1097.04875982,0.007114280146297305
-1100.5344887292645,0.030420201256474655,-1097.04880909,0.006869551440960319
-1100.5357723358281,0.03836977921366477,-1097.04880863,0.008053421695155421
-1100.5360001777442,0.04250071058811728,-1097.04883313,0.004340503772605203
-1100.5360930141342,0.04075561775621132,-1097.04883173,0.005912785976170625
-1100.5362651816254,0.03740010948384355,-1097.04885614,0.00259889572703485
-1100.5364924185021,0.0327012427393558,-1097.04886011,0.003992243604791672
-1100.5367446217776,0.027808036214654223,-1097.04888745,0.007733653535037628
-1100.5369918996294,0.025755281839036363,-1097.04888482,0.0032977587843867535
-1100.5372106052469,0.023300812186095178,-1097.04888385,0.00256750657253297
-1100.5373882737026,0.020443178066762945,-1097.04888714,0.0025478828466002903
-1100.5375381311487,0.01750675138770284,,
-1100.5376643329187,0.020456401199741514,,
-1100.5377836477596,0.02214518172026518,,
-1100.5379140210434,0.022017137119887793,,
-1100.5380593296782,0.01966019182568737,,
-1100.5382008010192,0.014949854137615225,,
-1100.5383096716805,0.013079578645568912,,
-1100.5383861571947,0.01535814679650148,,
-1100.538476158379,0.015306673170010441,,
-1100.5386169048434,0.01305604388142613,,
-1100.538771226114,0.00995973683202942,,
